Clasificación,ID,Nombre,NIT,,
INSTITUCIONES DESCENTRALIZADAS,92940,CDE CENTRO ESCOLAR EDELMIRA MOLINA,6191402971039,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,57810,CDE CENTRO ESCOLAR EDUARDO GUIROLA,5090111971010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55703,CDE CENTRO ESCOLAR EL CARMEN,14052102971011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,52801,CDE CENTRO ESCOLAR EL DORADO,4072102971049,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55401,CDE CENTRO ESCOLAR ELISEO HENRIQUEZ,12042502971018,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54802,CDE CENTRO ESCOLAR EL PARAISAL,11042404981010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,47809,CDE CENTRO ESCOLAR EL PROGRESO,6170404011019,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,91023,CDE CENTRO ESCOLAR EL SAUCE,3162805031019,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53628,CDE CENTRO ESCOLAR EL TRANSITO,12070102971012,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,44924,CDE CENTRO ESCOLAR EMILIA MERCHE,6142402001063,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53629,CDE CENTRO ESCOLAR ERNESTO LIEBES,12100406011011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92478,CDE CENTRO ESCOLAR ESC RM CANTON GUALLINAC,11012802971010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53630,CDE CENTRO ESCOLAR ESCUELA DE EDUCACION PARVULARIA DE GUATAJIAGUA,13092102971028,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,50472,CDE CENTRO ESCOLAR ESPAÑA,6141804971100,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,79107,CDE CENTRO ESCOLAR ESTADO DE ISRAEL,3081403971015,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,52802,CDE CENTRO ESCOLAR ESTADOS UNIDOS DE AMERICA,5040703971016,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,49886,CDE CENTRO ESCOLAR EULOGIA RIVAS,7021403971017,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55402,CDE CENTRO ESCOLAR EXALTACION POMPILIO  SALGADO RIVERA,12171812021014,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54803,CDE CENTRO ESCOLAR FABIO CASTILLO,6070111971013,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51950,CDE CENTRO ESCOLAR FABIO IGNACIO MAGAÑA,8022802971020,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54442,CDE CENTRO ESCOLAR FEDERICO ARNOLDO GARCIA PRIETO HIRLEMAM,12092102971032,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54443,CDE CENTRO ESCOLAR FERMIN VELASCO,9062802971069,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,65583,CDE CENTRO ESCOLAR FERNANDO PORTILLO   ESTANZUELAS,11072802971012,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54093,CDE CENTRO ESCOLAR FE Y ALEGRIA,12170702971010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54092,CDE CENTRO ESCOLAR FE Y ALEGRIA,11141402971023,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54094,CDE CENTRO ESCOLAR FINCA EL SALTO,1070703971042,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92941,CDE CENTRO ESCOLAR FRANCISCO A GAMBOA,6142102972172,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,52531,CDE CENTRO ESCOLAR FRANCISCO ANTONIO LIMA,11192302971011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54804,CDE CENTRO ESCOLAR FRANCISCO CASTAÑEDA,8222802971011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53631,CDE CENTRO ESCOLAR FRANCISCO GAVIDIA,6142102971940,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55068,CDE CENTRO ESCOLAR FRANCISCO GAVIDIA,4082102971010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55403,CDE CENTRO ESCOLAR FRAY BARTOLOME DE LASCASAS,4101402971024,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51951,CDE CENTRO ESCOLAR FRAY BARTOLOME DE LAS CASAS,3071403971028,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51007,CDE CENTRO ESCOLAR FRAY FLAVIAN MUCCI,6142102971656,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,85375,CDE CENTRO ESCOLAR FRAY PATRICIO RUIZ,3152102971022,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54805,CDE CENTRO ESCOLAR GENERAL FRANCISCO MENENDEZ,6140402991028,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,46865,CDE CENTRO ESCOLAR GENERAL FRANCISCO MORAZAN,6142102971117,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,75063,CDE CENTRO ESCOLAR GENERAL FRANCISCO MORAZAN,13202202011013,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54806,CDE CENTRO ESCOLAR GENERAL FRANCISCO MORAZAN,6140703971359,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53632,CDE CENTRO ESCOLAR GENERAL FRANCISCO MORAZAN,12022502971025,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55704,CDE CENTRO ESCOLAR GENERAL FRANCISCO    MORAZAN,6142102971265,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,52262,CDE CENTRO ESCOLAR GENERAL FRANCISCO MORAZAN J/JOCORO,13122802971025,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,75064,CDE CENTRO ESCOLAR GENERAL GERARDO BARRIOS,13092102971010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,73063,CDE CENTRO ESCOLAR GENERAL JOSE MARIA PERALTA LAGOS,6071402971017,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,61022,CDE CENTRO ESCOLAR GENERAL MANUEL BELGRANO,6161403971010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,86541,CDE CENTRO ESCOLAR GENERAL MANUEL JOSE ARCE,4050108991013,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51952,CDE CENTRO ESCOLAR GENERAL RAMON BELLOSO,6141403971191,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53633,CDE CENTRO ESCOLAR GENERAL SALVADOR CASTANEDA CASTRO,6140111971267,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54807,CDE CENTRO ESCOLAR GENERAL TOMAS REGALADO,7070703971010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55069,CDE CENTRO ESCOLAR GILBERTO AUGUSTO CARCAMO,6141804971097,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54444,CDE CENTRO ESCOLAR GLORIA ARGUELLO DE SILVA,12170703971049,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55705,CDE CENTRO ESCOLAR GRAL FRANCISCO MENENDEZ,1031402971017,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54095,CDE CENTRO ESCOLAR GREGORIO ALVAREZ NUÑEZ,9,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51953,CDE CENTRO ESCOLAR GREGORIO MELARA,11232102971019,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92479,CDE CENTRO ESCOLAR GUILLERMO DE JESUS RAMIREZ CARRANZA,12171910971012,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,56258,CDE CENTRO ESCOLAR GUILLERMO SCHMIDT,5212102971014,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92942,CDE CENTRO ESCOLAR GUSTAVO MARROQUIN,6141403971167,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,58220,CDE CENTRO ESCOLAR HACIENDA BOLA DE MONTE,1082802971036,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54096,CDE CENTRO ESCOLAR HACIENDA CANTORA,12172102971109,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,84907,CDE CENTRO ESCOLAR HACIENDA COPAPAYO CTON TRES CEIBAS,3020111971015,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92480,CDE CENTRO ESCOLAR HACIENDA EL GUAYABAL,12170703971120,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54808,CDE CENTRO ESCOLAR HACIENDA EL TERCIO CANTON SAN JOSE,11082102971025,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,91024,CDE CENTRO ESCOLAR HDA LAS VICTORIAS CT EL ZAPOTE,3032310141038,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,91025,CDE CENTRO ESCOLAR HENRY ORTIZ,13112710141020,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54097,CDE CENTRO ESCOLAR HERBERT DE SOLA,12171403971078,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,57220,CDE CENTRO ESCOLAR HERBERT DE SOLA CODIGO 11073,5072309971018,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,65944,CDE CENTRO ESCOLAR IGNACIA CRUZ CASTRO,6071909971019,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,62097,CDE CENTRO ESCOLAR IGNACIO PACHECO CASTRO,6122102971035,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54098,CDE CENTRO ESCOLAR INGENIERO ANTONIO MEJIA,12082102971010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54809,CDE CENTRO ESCOLAR INGENIERO CARLOS ARMANDO VELASQUEZ SERRANO,7091801021019,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,84908,CDE CENTRO ESCOLAR INGENIERO ROBERTO QUIÑONEZ S,5032802971050,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53634,CDE CENTRO ESCOLAR ING JOSE NAPOLEON DUARTE,6022802971058,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54445,CDE CENTRO ESCOLAR INSTITUTO NACIONAL DE SOCIEDAD,13231206961016,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54810,CDE CENTRO ESCOLAR ISAAC RUIZ ARAUJO,7152802971044,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92481,CDE CENTRO ESCOLAR ISABEL LA CATOLICA,9030703971031,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53635,CDE CENTRO ESCOLAR JACQUELINE KENNEDY,11122210981012,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,45956,CDE CENTRO ESCOLAR JAPON,6081206961017,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,46866,CDE CENTRO ESCOLAR JARDINES DE LA SABANA,5112802971053,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,46622,CDE CENTRO ESCOLAR JARDINES DE MONTE BLANCO,6142102971303,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,61023,CDE CENTRO ESCOLAR JARDINES DE SAN BARTOLO,6072802971039,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,47810,CDE CENTRO ESCOLAR JARDINES DE SELT SUTT,6071402971025,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,94299,CDE CENTRO ESCOLAR JERONIMO ABARCA,9032802971011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,47102,CDE CENTRO ESCOLAR JOHN F KENNEDY,6072102971011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53151,CDE CENTRO ESCOLAR JORGE LARDE,3060703971044,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55404,CDE CENTRO ESCOLAR JORGE WASHINGTON EL  DIVISADERO,13062802971022,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53636,CDE CENTRO ESCOLAR JOSE AMADEO CEDILLOS,11132802971015,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,61024,CDE CENTRO ESCOLAR JOSE ANTONIO LAZO,14161009011010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54446,CDE CENTRO ESCOLAR JOSE ANTONIO MORA CANTON PLANES SEGUNDOS,12051911941011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,44315,CDE CENTRO ESCOLAR JOSE ANTONIO SALAVERRIA,6140411141096,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,70464,CDE CENTRO ESCOLAR JOSE EVARISTO MEJIA,12081209971017,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53152,CDE CENTRO ESCOLAR JOSE MARIA CACERES,5221402971015,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55070,CDE CENTRO ESCOLAR JOSE MARIANO CALDERON,6152102971031,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51954,CDE CENTRO ESCOLAR JOSE MARTI,4251403971011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54811,CDE CENTRO ESCOLAR JOSE MARTI,6140111972034,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,52263,CDE CENTRO ESCOLAR JOSE MATIAS DELGADO,6141402971147,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54812,CDE CENTRO ESCOLAR JOSE MATIAS DELGADO,6092802971021,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51955,CDE CENTRO ESCOLAR JOSE MEJIA,6142102972148,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92750,CDE CENTRO ESCOLAR JOSE QUETGLAS,6141402971210,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,91603,CDE CENTRO ESCOLAR JOSE RAMON BARAHONA,11082410141084,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53637,CDE CENTRO ESCOLAR JOSE SIMEON CAÑAS,14110703971019,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,52264,CDE CENTRO ESCOLAR JOSE SIMEON CAÑAS,6142802971320,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,58221,CDE CENTRO ESCOLAR JOSE SIMEON CAÑAS,8212408011031,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54447,CDE CENTRO ESCOLAR JOSE VAQUERANO,8213006991010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,61025,CDE CENTRO ESCOLAR JUANA LOPEZ,6192009031012,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55071,CDE CENTRO ESCOLAR JUAN DE DIOS DEL CID,6142102971893,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53638,CDE CENTRO ESCOLAR JUAN JOSE CAÑAS,6142205981080,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,85376,CDE CENTRO ESCOLAR JUAN JOSE SOLORZANO,3020402991013,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,52265,CDE CENTRO ESCOLAR JUAN PABLO ESPINOZA,12152102971019,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,81949,CDE CENTRO ESCOLAR JUAN RAMON JIMENEZ,5122802971059,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,47811,CDE CENTRO ESCOLAR JUAN RAMON URIARTE,6142102971540,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54448,CDE CENTRO ESCOLAR JULIAN APARICIO,12050703971035,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,52266,CDE CENTRO ESCOLAR JULIAN VASQUEZ ROJAS,3011402971013,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55706,CDE CENTRO ESCOLAR JULIO ENRIQUE AVILA,4132102971033,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,94052,CDE CENTRO ESCOLAR LA CIMA DOS,6182003001019,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,64809,CDE CENTRO ESCOLAR LA PAZ,6142802971819,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92019,CDE CENTRO ESCOLAR LA PONDEROSA,6021706981011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54813,CDE CENTRO ESCOLAR LAURA URQUILLA VIUDA DE AZURDIA,9092807011019,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,61462,CDE CENTRO ESCOLAR LEONARDO AZCUNAGA,6170703971029,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92204,CDE CENTRO ESCOLAR LICENCIADA LESLIE S. VOGEL,12171402971023,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,48665,CDE CENTRO ESCOLAR LICENCIADO ALFREDO FELIX CRISTIANI BURKARD,6022102971014,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54099,CDE CENTRO ESCOLAR LICENCIADO JUAN JOSE  GUZMAN,13172802971049,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,68802,CDE CENTRO ESCOLAR LICENCIADO RENATO NOYOLA,6022504011017,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,85637,CDE CENTRO ESCOLAR LIC WALTER BENEKE,5180705011016,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53639,CDE CENTRO ESCOLAR LIGA PANAMERICANA,6141402971368,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51956,CDE CENTRO ESCOLAR LISANDRO LARIN ZEPEDA,3012102971018,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92751,CDE CENTRO ESCOLAR LOTIF LOS AMATES CT STA EMILIA,3152310141076,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51957,CDE CENTRO ESCOLAR LUCIA DE VILLACORTA,8212102971031,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,85979,CDE CENTRO ESCOLAR LUZ DE SOTOMAYOR,5092802971079,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55072,CDE CENTRO ESCOLAR LUZ GOMEZ,2072802971050,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,48411,CDE CENTRO ESCOLAR MANUELA EDELMIRA CORDOVA,11231402971065,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54100,CDE CENTRO ESCOLAR MANUEL ALVAREZ MAGAÑA,1031402971025,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55405,CDE CENTRO ESCOLAR MANUEL JOSE ARCE,12172802971134,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53640,CDE CENTRO ESCOLAR MARCELINO GARCIA FLAMENCO,10102102971022,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,83101,CDE CENTRO ESCOLAR MARCELINO GARCIA FLAMENCO,5112802771062,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54814,CDE CENTRO ESCOLAR MARIA ESCOBAR GRANILLO,12172701001010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53641,CDE CENTRO ESCOLAR MARIA LUCINDA VARGAS,12202102971016,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51665,CDE CENTRO ESCOLAR MARIA LUISA PARADA,12092102971024,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54449,CDE CENTRO ESCOLAR MARIA LUISA VIUDA DE MARIN,10070703971012,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,91026,CDE CENTRO ESCOLAR MARIA PAZ CRISTINA MONTES,13142710141060,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53642,CDE CENTRO ESCOLAR MARIO GOMEZ,14040111971042,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53643,CDE CENTRO ESCOLAR MENENDEZ,6140111971860,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,52532,CDE CENTRO ESCOLAR METROPOLITANO,4072102971065,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,81950,CDE CENTRO ESCOLAR MIGUEL ANGEL GARCIA,5122802971016,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53644,CDE CENTRO ESCOLAR MIGUEL ANGEL GARCIA,11090602971016,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51958,CDE CENTRO ESCOLAR MIGUEL ELIAS GUILLEN,4162102971030,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54815,CDE CENTRO ESCOLAR MIGUEL GUEVARA,11201403971011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53645,CDE CENTRO ESCOLAR MILAGRO DE LA PAZ,12171402971040,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54816,CDE CENTRO ESCOLAR MIRTALA YANEZ DE JIMENEZ,14111402971028,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53646,CDE CENTRO ESCOLAR MONSEÑOR OSCAR ARNULFO ROMERO Y GALDAMEZ,12071402971010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51959,CDE CENTRO ESCOLAR MORELIA,8190703971019,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,58222,CDE CENTRO ESCOLAR NAPOLEON RIOS,6140111971259,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54101,CDE CENTRO ESCOLAR NATALIA LOPEZ,5160703971011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54817,CDE CENTRO ESCOLAR NEMESIA LUNA,5182102971012,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54450,CDE CENTRO ESCOLAR NESTOR SALAMANCA,7022802971043,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54818,CDE CENTRO ESCOLAR NIÑO JESUS DE PRAGA,12171402971082,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51960,CDE CENTRO ESCOLAR ORGANIZACION DE ESTADOS IBEROAMERICANOS,5112802971037,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,52267,CDE CENTRO ESCOLAR PABLO J AGUIRRE,12172802971037,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,44925,CDE CENTRO ESCOLAR PARAISO REAL,14062907630015,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55707,CDE CENTRO ESCOLAR PEDRO PABLO CASTILLO,5102102971014,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,84909,CDE CENTRO ESCOLAR PLAYA LOS COBANOS,6142102971389,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,81609,CDE CENTRO ESCOLAR PLAYA SAN DIEGO,5092802971044,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,58520,CDE CENTRO ESCOLAR PONCIANA RAMIREZ,4332802971050,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51961,CDE CENTRO ESCOLAR PRESBITERO JOSE LUIS MARTINEZ,3070703971023,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51962,CDE CENTRO ESCOLAR PRESBITERO NICOLAS AGUILAR,6181402971017,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,47812,CDE CENTRO ESCOLAR PRESBITERO NORBERTO CRUZ,13190601971014,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54819,CDE CENTRO ESCOLAR PRESBITERO NORBERTO MARROQUIN,10132102971029,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54820,CDE CENTRO ESCOLAR PRESBITERO RAFAEL PAZFUENTES,6142102971150,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55073,CDE CENTRO ESCOLAR PRESBITERO RAUL ANTONIO RIVAS,4032102971012,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,56556,CDE CENTRO ESCOLAR PROF CONCEPCION ALEMAN CORDOVA,11232802971028,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,57221,CDE CENTRO ESCOLAR PROF DOLORES DE      JESUS MONTOYA,11212802971019,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53650,CDE CENTRO ESCOLAR PROFESORA ANA ROGELIA CRUZ,11091307621018,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55708,CDE CENTRO ESCOLAR PROFESORA BLANCA RAMIREZ DE AVILES,11231402971030,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,68343,CDE CENTRO ESCOLAR PROFESORA HERMINIA MARTINEZ ALVARENGA,6142802971533,3,MINISTERIO DE EDUCACION
